тип решения,организационно правовая форма,наименование,место нахождения,ОГРН,ИНН,КПП,тип,район/город,населенный пункт,"ул,№дома",регистрационный №Лицензии,дата выдачи,начало срока действия,конец срока действия,серия лицензии,номер бланка лицензии,серия перечня,номер бланка перечня,условие,
о выдаче,ООО,Байкал,"Читинская область, Нерчинско-Заводский район, с. Нерчинский завод, ул. Красноармейская, д. 60",1077530000811,7514002954,751401001,отдел в магазине,Нерчинско-Заводский район,с. Нерчинский Завод,"ул. Зверева, 10",0353,22-Aug-12,04-Sep-12,04-Sep-17,75МЕ,003277,,,,
о выдаче,ООО,Феникс,"Читинская область, Борзинский район, п. Шерловая Гора, мкр. Сельский строитель, д. 1, кв. 23",1067505001233,7529010323,752901001,отдел в магазине,Борзинский район,пгт. Шерловая Гора,"ул. Дзержинского, д.6, пом.1",0355,23-Aug-12,23-Aug-12,23-Aug-13,75МЕ,003281,,,,
о переоформлении,ООО,Малхан,"Забайкальский край, Красночикойский район, с. Красный Чикой, ул. Ключевская, 29",1027500599741,7509000302,750901001,магазин,Красночикойский район,с. Архангельское,"ул. Колхозная, 21",0354,23-Aug-12,23-Aug-12,23-Aug-13,75МЕ,003345,,,,
о выдаче,ООО,Шеф,"Забайкальский край, Оловяннинский район, пгт. Ясногорск, мкр. Луговой, 7",1127515000018,7515007761,751501001,"павильон ""Стерх""",Оловяннинский район,пгт. Ясногорск,"мкр. Луговой, 7",0358,24-Aug-12,24-Aug-12,24-Aug-13,75МЕ,003285,,,,
о выдаче,ООО,ОЛИМП,"Забайкальский край, Оловяннинский район, пгт. Калангуй, ул. Микрорайон, д. 5, кв. 8",1117515000096,7515007641,751501001,отдел в магазине,Оловяннинский район,пгт. Калангуй,"ул. Стахановская, 64",0356,24-Aug-12,24-Aug-12,24-Aug-13,75МЕ,003282,,,,
о продлении,ООО,Вектор,"Забайкальский край, Ононский район, с. Нижний Цасучей, ул. Комсомольская, д. 77",1067515004325,7516002653,751601001,"магазин ""Тополек""",Ононский район,с. Нижний Цасучей,"ул. Комсомольская, д. 77 б",0338,24-Aug-12,02-Sep-12,02-Sep-13,75МЕ,003286,,,,
о выдаче,ООО,Баясхаланов,"Забайкальский край, Могойтуйский район, п. Могойтуй, ул. Первомайская, 37 а",1078080001450,8003038487,800301001,"магазин ""Юбилейный""",Могойтуйский район,пгт. Могойтуй,"ул. Первомайская, 37 а",0357,24-Aug-12,24-Aug-12,24-Aug-15,75ме,003283,,,,
о выдаче,ООО,Маричка плюс,"Забайкальский край, г.Чита, ул. Кайдаловская, д.6",1027501157782,7535010434,753601001,магазин,г. Чита,г. Чита,"ул. Строителей, д.24",0360,27-Aug-12,28-Aug-12,28-Aug-13,75МЕ,003287,,,,
о продлении,ООО,Каскад," Карымский район, п. Дарасун, ул. Почтовая, д. 8, кв. 15",1067524005933,7508005114,750801001,"отдел в магазине ""Продукты""",Карымский район,п. Дарасун,"ул. Молодежная, д. 4",0359,27-Aug-12,30-Aug-12,30-Aug-15,75МЕ,003284,,,,
о выдаче,ООО,Гермес,"Забайкальский край, Карымский район, пгт. Карымское, ул. Партизанская",1067524006967,7508005308,750801001,магазин,Карымский район,пгт. Карымское,"ул. Партизанская, 2А",0365,28-Aug-12,28-Aug-12,28-Aug-13,75МЕ,003289,,,,
о выдаче,ООО,Ирина+,"Забайкальский край,г. Чита, ул. Недорезова, д. 117",1107536004487,7536111883,753601001,магазин,г. Чита,г. Чита,"ул. Недорезова,д.1, стр.5, склад №8, 9.",0362,28-Aug-12,28-Aug-12,28-Aug-13,75МЕ,003290,,,,
о выдаче,ООО,Самир,"Забайкальский край, Карымский район, с. Урульга, ул. Советская, д.17",1067524005988,7508005121,750801001,отдел в магазине,Карымский район,с. Урульга,"ул. Советская,д.17",0364,28-Aug-12,29-Aug-12,29-Aug-13,75МЕ,003301,,,,
о продлении,ООО,Арм,"Забайкальский край, Краснокаменский район, г. Краснокаменск, 4 мкр., д. 407, кв. 35",1117530000598,7530013456,753001001,отдел в магазине,г. Краснокаменск и Краснокаменский район,г. Краснокаменск,"4-й мкр., северо-восточная сторона жилого дома 450",0363,28-Aug-12,30-Sep-12,30-Sep-13,75ме,003291,,,,
о выдаче,ООО,Светлана,"Забайкальский край, Шилкинский район, с. Митрофаново, ул.Центральная, д.4",1067527003653,7527007452,752701001,магазин,Шилкинский район,с. Митрофаново,"ул. Центральня, д.4",0361,28-Aug-12,28-Aug-12,28-Aug-14,75МЕ,003288,,,,
о выдаче,ООО,Жасмин,"Забайкальский край, г. Краснокаменск, дом 302",1097530000556,7530012830,753001001,магазин,г. Краснокаменск и Краснокаменский район,г. Краснокаменск,"д.302, пом.1",0366,29-Aug-12,30-Aug-12,30-Aug-13,75МЕ,003294,,,,
о выдаче,ООО,Эрдэм,"Забайкальский край, Могойтуйский район, с. Кусочи, ул. Центральная, д.18",1127580000052,8003039723,800301001,магазин,Могойтуйский район,с. Кусочи,"ул. Нагорная, д.24",0368,29-Aug-12,30-Aug-12,30-Aug-13,75МЕ,003296,,,,
о продлении,ООО,Хлебокомбинат,"Забайкальский край, Чернышевский район, с. Комсомольское, ул. Клубная, 8",1027500903319,7525000067,752501001,магазин,Чернышевский район,с. Урюм,"ул. 60 лет Октября, 7",0369,29-Aug-12,29-Sep-12,29-Sep-13,75МЕ,003300,,,,
о выдаче,ООО,ДУЭТ,"Забайкальский край, Оловяннинский район, ст. Хада-Булак, ул. Гражданская, д.6",1107515000185,7515007514,751501001,магазин,Оловяннинский район,ст. Хада-Булак,"ул. Гражданская, д.6",0370,30-Aug-12,31-Aug-12,31-Aug-13,75МЕ,003299,,,,
