ИНН из файла,Тип найденного клиента из КС,Название из КС,ИНН из КС,КПП из КС,СЦ по продукту Контур-Экстерн,СЦ по РАР,Статус,Регион СЦ,Горе,,,,
5006247170,Есть в КС,ООО «Аргумент»,5006247170,500601001,0733 ООО «Новые Интернет Технологии»,0733 ООО «Новые Интернет Технологии»,выставлен,77,не обработан,5006247170500601001,,,
5007007357,Есть в КС,Общество с ограниченной ответственностью «Куин-С»,5007007357,500701001,0915 ООО «Контур ПЛЮС»,нет,нет,50,не обработан,5007007357500701001,,,
5007023800,Есть в КС,"ООО""ПИНГВИН""",5007023800,500701001,0165 ЗАО «Расчетный Центр «Практик»,0165 ЗАО «Расчетный Центр «Практик»,оплачен,77,не обработан,5007023800500701001,,,
5007030388,Есть в КС,ООО РЫБАКИ,5007030388,500701001,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",нет,нет,77,не обработан,5007030388500701001,,,
5007030500,Есть в КС,ООО «Чейс»,5007030500,500701001,0165 ЗАО «Расчетный Центр «Практик»,нет,нет,77,обработан,5007030500500701001,,,
5007031134,Есть в КС,"ООО ""Околица""",5007031134,500701001,0915 ООО «Контур ПЛЮС»,0915 ООО «Контур ПЛЮС»,оплачен,50,не обработан,5007031134500701001,,,
5007040178,Есть в КС,ООО Авеста-Парк,5007040178,500701001,0165 ЗАО «Расчетный Центр «Практик»,нет,нет,77,не обработан,5007040178500701001,,,
5007041559,Есть в КС,ООО «МДК»,5007041559,500701001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,нет,нет,77,обработан,5007041559500701001,,,
5007045659,Есть в КС,"ООО ""Велпа""",5007045659,500701001,0915 ООО «Контур ПЛЮС»,0915 ООО «Контур ПЛЮС»,оплачен,50,не обработан,5007045659500701001,,,
5007049780,Есть в КС,"ООО ""Инторг""",5007049780,500701001,0915 ООО «Контур ПЛЮС»,0915 ООО «Контур ПЛЮС»,оплачен,50,не обработан,5007049780500701001,,,
5007049847,Есть в КС,"ООО ""СНБ ИНВЕСТ МЕНЕДЖМЕНТ""",5007049847,500701001,0915 ООО «Контур ПЛЮС»,нет,нет,50,не обработан,5007049847500701001,,,
5007052085,Есть в КС,"ООО ""ВИСАН""",5007052085,500701001,0915 ООО «Контур ПЛЮС»,0915 ООО «Контур ПЛЮС»,оплачен,50,не обработан,5007052085500701001,,,
5007052455,Есть в КС,"ООО ""Валентина""",5007052455,500701001,0915 ООО «Контур ПЛЮС»,0915 ООО «Контур ПЛЮС»,оплачен,50,не обработан,5007052455500701001,,,
5007052920,Есть в КС,"ООО ""Стрелец""",5007052920,500701001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,оплачен,77,обработан,5007052920500701001,,,
5007053346,Есть в КС,"ООО ""СТ-Союз""",5007053346,500701001,0915 ООО «Контур ПЛЮС»,0915 ООО «Контур ПЛЮС»,оплачен,50,не обработан,5007053346500701001,,,
5007053667,Есть в КС,"ООО ""Эталон""",5007053667,500701001,0915 ООО «Контур ПЛЮС»,0915 ООО «Контур ПЛЮС»,оплачен,50,не обработан,5007053667500701001,,,
5007054004,Есть в КС,"Общество с ограниченной ответственностью ""Ракурс""",5007054004,500701001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,нет,нет,77,обработан,5007054004500701001,,,
5007054170,Есть в КС,"ООО ""Фореста Фестиваль Парк""",5007054170,504801001,0165 ЗАО «Расчетный Центр «Практик»,нет,нет,77,не обработан,5007054170504801001,,,
5007056227,Есть в КС,"ООО ""АВАНТ""",5007056227,500701001,0915 ООО «Контур ПЛЮС»,0915 ООО «Контур ПЛЮС»,оплачен,50,не обработан,5007056227500701001,,,
5007061650,Есть в КС,ООО ЖИЛСТРОЙМОНТАЖ,5007061650,500701001,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",нет,нет,77,не обработан,5007061650500701001,,,
5007068014,Есть в КС,"ООО ""МОНО""",5007068014,500701001,0915 ООО «Контур ПЛЮС»,нет,нет,50,не обработан,5007068014500701001,,,
5007068286,Есть в КС,"ООО ""Советский Доктор""",5007068286,500701001,0542 СЦ «МособлКонтур»,нет,нет,50,не обработан,5007068286500701001,,,
5007069868,Есть в КС,"Общество с ограниченной ответственностью ""Спортивно-развлекательный парк культуры и отдыха ""ЯХРОМА",5007069868,500701001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,нет,нет,77,обработан,5007069868500701001,,,
5007072074,Есть в КС,"ООО ""ВКУС""",5007072074,500701001,0915 ООО «Контур ПЛЮС»,нет,нет,50,не обработан,5007072074500701001,,,
5007075131,Есть в КС,Общество с ограниченной ответственностью «Андрианика НПД,5007075131,500701001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,выставлен,77,обработан,5007075131500701001,,,
5008008667,Есть в КС,"Общество с ограниченной ответственностью ""Изабелла""",5008008667,500801001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,нет,нет,77,обработан,5008008667500801001,,,
5008013498,Есть в КС,"ООО ""Лабиринт""",5008013498,500801001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,нет,нет,77,обработан,5008013498500801001,,,
5008031560,Есть в КС,"ООО ""Валкор""",5008031560,500801001,84 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,нет,нет,77,не обработан,5008031560500801001,,,
5008039739,Есть в КС,"Общество с ограниченной ответственностью ""БАХ""",5008039739,500801001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,нет,нет,77,обработан,5008039739500801001,,,
5008041424,Есть в КС,"ООО ""Первомайское плюс""",5008041424,500801001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,нет,нет,77,обработан,5008041424500801001,,,
5009002001,Есть в КС,"ОАО ""342 Механический завод""",5009002001,500901001,0810 ООО Аспект,нет,нет,77,не обработан,5009002001500901001,,,
5009002393,Есть в КС,ООО «Гильдия»,5009002393,500901001,0383 ООО «Контур-Партнер»,нет,нет,50,не обработан,5009002393500901001,,,
5009003220,Есть в КС,"МУП ""Домодедовский комбинат питания""",5009003220,500901001,0444 ООО «Гольдберг-Софт»,нет,нет,77,обработан,5009003220500901001,,,
5009014293,Есть в КС,"ФГБУ ""ОС ""Подмосковье",5009014293,500901001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,нет,нет,77,обработан,5009014293500901001,,,
5009015811,Есть в КС,"ООО ""СУЛИКО""",5009015811,500901001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,нет,нет,77,обработан,5009015811500901001,,,
5009019005,Есть в КС,"ООО ""Базис-Агро""",5009019005,500901001,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",нет,нет,77,обработан,5009019005500901001,,,
5009019301,Есть в КС,Общество с ограниченной ответственностью «Галс»,5009019301,500901001,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",нет,нет,77,не обработан,5009019301500901001,,,
5009022216,Есть в КС,"Общество с ограниченной ответственностью ""Василий""",5009022216,500901001,0119 ООО ТЕХНОСЕРВИС,нет,нет,50,обработан,5009022216500901001,,,
5009022431,Есть в КС,"ООО""Астарта""",5009022431,500901001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,нет,нет,77,обработан,5009022431500901001,,,
5009023570,Есть в КС,"Общество с ограниченной ответственностью Фирма ""НИК"" (ООО Фирма ""НИК"")",5009023570,500901001,0119 ООО ТЕХНОСЕРВИС,нет,нет,50,обработан,5009023570500901001,,,
5009023883,Есть в КС,"ООО "" Принц""",5009023883,500901001,0119 ООО ТЕХНОСЕРВИС,нет,нет,50,обработан,5009023883500901001,,,
5009025560,Есть в КС,"ООО ""ЭВЕРЕСТ""",5009025560,500901001,"0822 ЗАО ""Группа Компаний ""Новые Бизнес Системы",нет,нет,77,не обработан,5009025560500901001,,,
5009027126,Есть в КС,"Общество с ограниченной ответственностью ""Талан""",5009027126,500901001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,нет,нет,77,обработан,5009027126500901001,,,
5009027380,Есть в КС,"Общество с ограниченной ответственностью ""Вельта""",5009027380,500901001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,нет,нет,77,обработан,5009027380500901001,,,
