,12686,24/11/11,27/07/08,26/07/13,11МЕ003820коп,"Потребительское общество ""Гурьевка"" (ПО ""Гурьевка""), по адресу:  Прилузский район,с. Гурьевка, ул. Школьная, д.1. ОГРН 1021101005848,в лице Черных Надежда Владимировна. Тел.46-6-37. ИНН : 1112004380/111201001","магазин «Товары смешанного ассортимента» Прилузский район,с. Гурьевка, ул. Школьная, д. 12",  
,12686,24/11/11,27/07/08,26/07/13,11МЕ003820коп,"Потребительское общество ""Гурьевка"" (ПО ""Гурьевка""), по адресу:  Прилузский район,с. Гурьевка, ул. Школьная, д.1. ОГРН 1021101005848,в лице Черных Надежда Владимировна. Тел.46-6-37. ИНН : 1112004380/111201001","магазин «Товары смешанного ассортимента» Прилузский район,с. Черемуховка, ул. 40 лет СХТ, д. 3",  
,12686,24/11/11,27/07/08,26/07/13,11МЕ003820осн,"Потребительское общество ""Гурьевка"" (ПО ""Гурьевка""), по адресу:  Прилузский район,с. Гурьевка, ул. Школьная, д.1. ОГРН 1021101005848,в лице Черных Надежда Владимировна. Тел.46-6-37. ИНН : 1112004380/111201001", ,  
,12686,24/11/11,27/07/08,26/07/13,11МЕ003820коп,"Потребительское общество ""Гурьевка"" (ПО ""Гурьевка""), по адресу:  Прилузский район,с. Гурьевка, ул. Школьная, д.1. ОГРН 1021101005848,в лице Черных Надежда Владимировна. Тел.46-6-37. ИНН : 1112004380/111201001","магазин «Товары повседневного спроса» Прилузский район,д. Талица, ул. Заводская, д. 10",  
,12686,24/11/11,27/07/08,26/07/13,11МЕ003820коп,"Потребительское общество ""Гурьевка"" (ПО ""Гурьевка""), по адресу:  Прилузский район,с. Гурьевка, ул. Школьная, д.1. ОГРН 1021101005848,в лице Черных Надежда Владимировна. Тел.46-6-37. ИНН : 1112004380/111201001","магазин «Продукты» Прилузский район,д. Березовка, ул. Мира, д. 29а",  
,12686,24/11/11,27/07/08,26/07/13,11МЕ003820коп,"Потребительское общество ""Гурьевка"" (ПО ""Гурьевка""), по адресу:  Прилузский район,с. Гурьевка, ул. Школьная, д.1. ОГРН 1021101005848,в лице Черных Надежда Владимировна. Тел.46-6-37. ИНН : 1112004380/111201001","магазин «Товары смешанного ассортимента» Прилузский район,с. Слудка, ул. Центральная, д. 34",  
,12686,24/11/11,27/07/08,26/07/13,11МЕ003820коп,"Потребительское общество ""Гурьевка"" (ПО ""Гурьевка""), по адресу:  Прилузский район,с. Гурьевка, ул. Школьная, д.1. ОГРН 1021101005848,в лице Черных Надежда Владимировна. Тел.46-6-37. ИНН : 1112004380/111201001","магазин «Товары смешанного ассортимента» Прилузский район,с. Прокопьевка, ул. Юбилейная, д. 1",  
,12686,24/11/11,27/07/08,26/07/13,11МЕ003820коп,"Потребительское общество ""Гурьевка"" (ПО ""Гурьевка""), по адресу:  Прилузский район,с. Гурьевка, ул. Школьная, д.1. ОГРН 1021101005848,в лице Черных Надежда Владимировна. Тел.46-6-37. ИНН : 1112004380/111201001","магазин «Продукты» Прилузский район,п. Якуньёль, ул. Набережная, д. 12",  
,12694,08/08/11,15/08/08,14/08/13,11МЕ003773осн,"ООО «Светлана», по адресу:  Прилузский район,п. Усть-Лопью, ул. Центральная, д.23 «б». ОГРН 1081109000301,в лице Шубина Светлана Владимировна. Тел.58-2-06. ИНН : 1112006490/111201001", ,  
,12694,08/08/11,15/08/08,14/08/13,11МЕ003773коп,"ООО «Светлана», по адресу:  Прилузский район,п. Усть-Лопью, ул. Центральная, д.23 «б». ОГРН 1081109000301,в лице Шубина Светлана Владимировна. Тел.58-2-06. ИНН : 1112006490/111201001","магазин «Светлана» Прилузский район,п. Усть-Лопью, ул. Центральная, д.23 «б»",  
,12729,22/10/08,22/10/08,21/10/13,11МЕ002435коп,"ООО «Люкс», по адресу:  Прилузский район,с. Спаспоруб, ул. Школьная, д.13. ОГРН 1081109000620,в лице Черных Виталия Александровна. Тел. 89121464252. ИНН : 1112006570/111201001","магазин «Смешанные товары» Прилузский район,п. Вухтым, ул. Весенняя, д.3",  
,12729,22/10/08,22/10/08,21/10/13,11МЕ002435коп,"ООО «Люкс», по адресу:  Прилузский район,с. Спаспоруб, ул. Школьная, д.13. ОГРН 1081109000620,в лице Черных Виталия Александровна. Тел. 89121464252. ИНН : 1112006570/111201001","магазин «Товары повседневного спроса» Прилузский район,п. Коржа",  
,12729,22/10/08,22/10/08,21/10/13,11МЕ002435коп,"ООО «Люкс», по адресу:  Прилузский район,с. Спаспоруб, ул. Школьная, д.13. ОГРН 1081109000620,в лице Черных Виталия Александровна. Тел. 89121464252. ИНН : 1112006570/111201001","магазин «Товары повседневного спроса» Прилузский район,с. Лойма",  
,12729,22/10/08,22/10/08,21/10/13,11МЕ002435коп,"ООО «Люкс», по адресу:  Прилузский район,с. Спаспоруб, ул. Школьная, д.13. ОГРН 1081109000620,в лице Черных Виталия Александровна. Тел. 89121464252. ИНН : 1112006570/111201001","магазин «Смешанные товары» Прилузский район,п. Вухтым, ул. Центральная, д.13",  
,12729,22/10/08,22/10/08,21/10/13,11МЕ002435осн,"ООО «Люкс», по адресу:  Прилузский район,с. Спаспоруб, ул. Школьная, д.13. ОГРН 1081109000620,в лице Черных Виталия Александровна. Тел. 89121464252. ИНН : 1112006570/111201001", ,  
,12729,22/10/08,22/10/08,21/10/13,11МЕ002435коп,"ООО «Люкс», по адресу:  Прилузский район,с. Спаспоруб, ул. Школьная, д.13. ОГРН 1081109000620,в лице Черных Виталия Александровна. Тел. 89121464252. ИНН : 1112006570/111201001","магазин «Ассорти» Прилузский район,с. Спаспоруб, ул. Центральная",  
,12784,24/12/08,24/12/08,23/12/13,11МЕ002530коп,"ООО ""Рублик"", по адресу:  Прилузский район,с. Черныш, ул. Центральная, д.125. ОГРН 1081109000323,в лице Вахнина Анастасия Владимировна. Тел.57-240. ИНН : 1112006500/111201001","магазин «Пыр-Пыр» Прилузский район,с. Черныш, ул. Центральная, д.125",  
,12784,24/12/08,24/12/08,23/12/13,11МЕ002530осн,"ООО ""Рублик"", по адресу:  Прилузский район,с. Черныш, ул. Центральная, д.125. ОГРН 1081109000323,в лице Вахнина Анастасия Владимировна. Тел.57-240. ИНН : 1112006500/111201001", ,  
,12784,24/12/08,24/12/08,23/12/13,11МЕ002530коп,"ООО ""Рублик"", по адресу:  Прилузский район,с. Черныш, ул. Центральная, д.125. ОГРН 1081109000323,в лице Вахнина Анастасия Владимировна. Тел.57-240. ИНН : 1112006500/111201001","магазине «Рублик» Прилузский район,с. Черныш, ул. Центральная, д.51",  
,12882,18/06/12,24/08/09,23/08/14,11МЕ004261,"Прилузское районное потребительское общество (Прилузское Райпо), по адресу:  Прилузский район,с. Объячево, ул. Мира, 79А. ОГРН 1031100910125,в лице Андреев Леонид Васильевич. Тел.2-17-48. ИНН : 1112004598/111201001","магазин «Продукты» Прилузский район,с. Объячево, пст. Ожындор, ул. Лесная, д.48",  
,12908,27/06/12,25/01/10,13/12/14,11МЕ004298коп,"ООО «Торговая Компания», по адресу:  г. Сыктывкар,ул. Морозова, д. 100, ОГРН 1091101005533,в лице Скрипилова Светлана Владимировна. Тел.577-308. ИНН : 1101074730/110101001","магазин Прилузский район,с. Объячево, ул. Мира, д. 75Б",  
,12909,15/12/09,15/12/09,14/12/14,11МЕ002869,"ООО «Калинушка», по адресу:  Прилузский район,с. Объячево, д. Калининская, д.50. ОГРН 1091109000520,в лице Овчинникова Валентина Петровна. Тел.2-13-08. ИНН : 1112006965/111201001","магазин «Калинушка» Прилузский район,с. Объячево, д. Калининская, д.50",  
,12990,26/01/12,26/01/11,25/01/14,11МЕ003942,"ООО «Лес», по адресу:  Прилузский район,с. Объячево, ул. Центральная, д.4. ОГРН 1101109000420,в лице Мурадян Лариса Алексеевна. Тел.2-23-40. ИНН : 1112007133/111201001","магазин «Весна» Прилузский район,с. Объячево, ул. Советская, д.4",  
,13061,22/12/11,22/12/11,21/12/12,11МЕ003978осн,"ООО  ""Фортуна "", по адресу:  Прилузский район,с. Летка, ул. Советская, «рынок». ОГРН 1061109022424,в лице Дровалева Екатерина Николаевна. Тел.4-11-66, 34-87-61. ИНН : 1112006130/111201001", ,  
,13061,22/12/11,22/12/11,21/12/12,11МЕ003978коп,"ООО  ""Фортуна "", по адресу:  Прилузский район,с. Летка, ул. Советская, «рынок». ОГРН 1061109022424,в лице Дровалева Екатерина Николаевна. Тел.4-11-66, 34-87-61. ИНН : 1112006130/111201001","магазин «Росинка» Прилузский район,с. Летка, ул. Советская,  «рынок»",  
,13061,22/12/11,22/12/11,21/12/12,11МЕ003978коп,"ООО  ""Фортуна "", по адресу:  Прилузский район,с. Летка, ул. Советская, «рынок». ОГРН 1061109022424,в лице Дровалева Екатерина Николаевна. Тел.4-11-66, 34-87-61. ИНН : 1112006130/111201001","магазин «Летчанка» Прилузский район,с. Летка,  ул. 50 лет Победы, д.6 «а»",  
,13061,22/12/11,22/12/11,21/12/12,11МЕ003978коп,"ООО  ""Фортуна "", по адресу:  Прилузский район,с. Летка, ул. Советская, «рынок». ОГРН 1061109022424,в лице Дровалева Екатерина Николаевна. Тел.4-11-66, 34-87-61. ИНН : 1112006130/111201001","магазин «Елена» Прилузский район,с. Летка, ул. Советская, д.88",  
,13083,13/02/12,13/02/12,12/02/13,11МЕ004025осн,"ООО «Сириус», по адресу:  Прилузский район,с.Ношуль, ул.Советская, д.3б. ОГРН 1111109000815,в лице Попа Галина Григорьевна. Тел.31-4-40. ИНН : 1112007334/111201001", ,  
,13083,13/02/12,13/02/12,12/02/13,11МЕ004025коп,"ООО «Сириус», по адресу:  Прилузский район,с.Ношуль, ул.Советская, д.3б. ОГРН 1111109000815,в лице Попа Галина Григорьевна. Тел.31-4-40. ИНН : 1112007334/111201001","магазин «Наташа» Прилузский район,с.Ношуль, ул.Советская, д.3б",  
,13083,13/02/12,13/02/12,12/02/13,11МЕ004025коп,"ООО «Сириус», по адресу:  Прилузский район,с.Ношуль, ул.Советская, д.3б. ОГРН 1111109000815,в лице Попа Галина Григорьевна. Тел.31-4-40. ИНН : 1112007334/111201001","магазин «Продукты» Прилузский район,с.Ношуль, ул.Сердитова, д.45",  
,13127,08/06/12,08/06/12,07/06/13,11МЕ004254,"ООО ""Ивушка "", по адресу:  Прилузский район,д. Гостиногорка, д.44. ОГРН 1071109000082,в лице Арджаванидзе Бесики Амиранович. Тел.4-31-37. ИНН : 1112006309/111201001","кафе «Ивушка» Прилузский район,д. Гостиногорка, д. 44",  
Сыктывдинский,,,,,,,,
,11954,10/05/12,01/07/06,30/06/13,11МЕ004198осн,"ООО ""Катюша"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Трудовая, д. 1. ОГРН 1061109021071,в лице Запевалова Екатерина Николаевна. Тел.7-26-26. ИНН : 1109007920/110901001", ,  
,11954,10/05/12,01/07/06,30/06/13,11МЕ004198коп,"ООО ""Катюша"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Трудовая, д. 1. ОГРН 1061109021071,в лице Запевалова Екатерина Николаевна. Тел.7-26-26. ИНН : 1109007920/110901001","магазин «Валентина» Сыктывдинский район,с. Выльгорт, ул. Гагарина, д. 7",  
,12060,09/06/12,25/05/07,30/06/13,11МЕ004259коп,"ООО ""Югыд"", по адресу:  г. Сыктывкар,Эжвинский р-н,ул. Емвальская, д.17, кв.10. ОГРН 1051101097970,в лице Цывунина Татьяна Васильевна. Тел.73-3-62. ИНН : 1121014320/112101001","магазин №3 «Продукты» Сыктывдинский район,с. Слудка, ул. Центральная, д.66а",  
,12060,09/06/12,01/07/06,30/06/13,11МЕ004259коп,"ООО ""Югыд"", по адресу:  г. Сыктывкар,Эжвинский р-н,ул. Емвальская, д.17, кв.10. ОГРН 1051101097970,в лице Цывунина Татьяна Васильевна. Тел.73-3-62. ИНН : 1121014320/112101001","магазин ""Эффект-продукт"" Сыктывдинский район,с. Палевицы, ул. Советская, д.24",  
,12126,16/07/12,10/07/06,09/07/13,11МЕ004369коп,"ООО ТФ ""Кедр"", по адресу:  Сыктывдинский район,п. Яснэг, ул. Строительная, д.7а. ОГРН 1061109021984,в лице Таскаев Александр Николаевич. Тел.74-381. ИНН : 1109007944/110901001","магазин ""Белочка"" Сыктывдинский район,п. Яснэг",  
,12126,16/07/12,10/07/06,09/07/13,11МЕ004369осн,"ООО ТФ ""Кедр"", по адресу:  Сыктывдинский район,п. Яснэг, ул. Строительная, д.7а. ОГРН 1061109021984,в лице Таскаев Александр Николаевич. Тел.74-381. ИНН : 1109007944/110901001", ,  
,12126,16/07/12,10/07/06,09/07/13,11МЕ004369коп,"ООО ТФ ""Кедр"", по адресу:  Сыктывдинский район,п. Яснэг, ул. Строительная, д.7а. ОГРН 1061109021984,в лице Таскаев Александр Николаевич. Тел.74-381. ИНН : 1109007944/110901001","магазин ""Белочка"" Сыктывдинский район,п. Кемьяр",  
,12126,16/07/12,10/07/06,09/07/13,11МЕ004369коп,"ООО ТФ ""Кедр"", по адресу:  Сыктывдинский район,п. Яснэг, ул. Строительная, д.7а. ОГРН 1061109021984,в лице Таскаев Александр Николаевич. Тел.74-381. ИНН : 1109007944/110901001","магазин ""Белочка"" Сыктывдинский район,п. Поинга",  
,12126,16/07/12,18/01/07,09/07/13,11МЕ004369коп,"ООО ТФ ""Кедр"", по адресу:  Сыктывдинский район,п. Яснэг, ул. Строительная, д.7а. ОГРН 1061109021984,в лице Таскаев Александр Николаевич. Тел.74-381. ИНН : 1109007944/110901001","магазин «Белочка» Сыктывдинский район,п. Яснэг, ул. Строительная, д. 7а",  
,12159,02/07/12,14/07/06,13/07/13,11МЕ004315,"ООО ""Союз "", по адресу:  Сыктывдинский район,с. Зеленец, 2 квартал, 12 ""а"". ОГРН 1061109021962,в лице Воронцов Анатолий Павлович. Тел.76-2-90. ИНН : 1109007937/110901001","магазин №1 Сыктывдинский район,с. Зеленец, 2 квартал, 12 ""а""",  
,12233,27/10/11,02/08/06,01/08/12,11МЕ003889,"ООО  ""Камелия"", по адресу:  Сыктывдинский район,д. Малая Слуда, ул. Дорожная, д.9. ОГРН 1061109022281,в лице Садовникова Наталья Александровна. Тел.89119947665. ИНН : 1109008095/110901001","магазин ""Продукты"" Сыктывдинский район,дер. Малая Слуда, ул. Дорожная, д.9",  
,12270,17/08/11,28/08/06,27/08/12,11МЕ003792,"ООО ""Берта"", по адресу:  Сыктывдинский район,с. Пажга, д. Погост, д.83. ОГРН 1021100970527,в лице Заварин Николай Иванович. Тел.42-02-59, 24-11-67. ИНН : 1109004929/110901001","магазин «Светлана» Сыктывдинский район,с. Пажга, д. Погост, д.83",  
,12286,08/08/11,09/08/11,07/09/12,11МЕ003707коп,"ООО ""Час"", по адресу:  Сыктывдинский район,с. Часово, ул. Центральная, д.22. ОГРН 1061109022270,в лице Некрасов Николай Иванович. Тел.89129641348. ИНН : 1109008088/110901001","магазин «Продукты» Сыктывдинский район,с. Палевицы, ул. Советская, д.50«а»",  
,12286,08/08/11,08/09/06,07/09/12,11МЕ003707коп,"ООО ""Час"", по адресу:  Сыктывдинский район,с. Часово, ул. Центральная, д.22. ОГРН 1061109022270,в лице Некрасов Николай Иванович. Тел.89129641348. ИНН : 1109008088/110901001","магазин ""Продукты"" Сыктывдинский район,с. Часово, д. Красная, д.76",  
,12286,08/08/11,08/09/06,07/09/12,11МЕ003707коп,"ООО ""Час"", по адресу:  Сыктывдинский район,с. Часово, ул. Центральная, д.22. ОГРН 1061109022270,в лице Некрасов Николай Иванович. Тел.89129641348. ИНН : 1109008088/110901001","магазин ""Продукты"" Сыктывдинский район,с. Часово, ул. Центральная, д.22",  
,12286,08/08/11,08/09/06,07/09/12,11МЕ003707осн,"ООО ""Час"", по адресу:  Сыктывдинский район,с. Часово, ул. Центральная, д.22. ОГРН 1061109022270,в лице Некрасов Николай Иванович. Тел.89129641348. ИНН : 1109008088/110901001", ,  
,12400,19/12/11,19/12/06,18/12/12,11МЕ003953осн,"ООО ""СОВА"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. О. Мальцевой, д. 80а. ОГРН 1061109022237,в лице Лыткин Василий Анатольевич. Тел.42-16-96,89041032276. ИНН : 1109008056/110901001", ,  
,12400,19/12/11,07/02/08,18/12/12,11МЕ003953коп,"ООО ""СОВА"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. О. Мальцевой, д. 80а. ОГРН 1061109022237,в лице Лыткин Василий Анатольевич. Тел.42-16-96,89041032276. ИНН : 1109008056/110901001","магазин «Шайт» Сыктывдинский район,с. Выльгорт, ул. Советская, д. 57",  
,12400,19/12/11,19/12/06,18/12/12,11МЕ003953коп,"ООО ""СОВА"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. О. Мальцевой, д. 80а. ОГРН 1061109022237,в лице Лыткин Василий Анатольевич. Тел.42-16-96,89041032276. ИНН : 1109008056/110901001","магазин «Продукты» Сыктывдинский район,с. Выльгорт, ул. Мальцевой, д. 80а",  
,12458,14/02/12,12/08/11,14/02/13,11МЕ004032коп,"ООО  ""ВИД"", по адресу:  Сыктывдинский район,с. Зеленец, Речной переулок, д.5. ОГРН 1061109022688,в лице Ладанова Дия Ивановна. Тел.76-8-00. ИНН : 1109008144/110901001","магазин «Продукты» Сыктывдинский район,с.Зеленец, II квартал, д.14",  
,12458,14/02/12,15/02/07,14/02/13,11МЕ004032осн,"ООО  ""ВИД"", по адресу:  Сыктывдинский район,с. Зеленец, Речной переулок, д.5. ОГРН 1061109022688,в лице Ладанова Дия Ивановна. Тел.76-8-00. ИНН : 1109008144/110901001", ,  
,12472,19/04/12,14/03/07,13/03/16,11МЕ004163,"ООО ""Ким"", по адресу:  Сыктывдинский район,с. Зеленец, 2-й кв., д.15, кв.22. ОГРН -1061109004417,в лице Абдуллаев Али Мехман оглы. Тел.27-69-44, 55-94-94. ИНН : 1109007895/110901001","торговый павильон ""Есения"" Сыктывдинский район,с. Зеленец, II квартал, д.15а",  
,12486,23/04/12,26/11/10,15/04/17,11МЕ004090коп,"ООО ""Бастион"", по адресу:  г. Сыктывкар,ул. Лесопарковая, д.67. ОГРН 1061101044520,в лице Панев Олег Леонидович. Тел.31-59-05, 270-720. ИНН : 1101129147/110101001","магазин «Надежда» Сыктывдинский район,п. Нювчим, ул. Первомайская, д. 19",  
,12557,25/06/10,25/06/10,14/10/12,11МЕ003067коп,"ООО ""ЛЕМУРИЯ"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Северная, д.9 «б». ОГРН 1021100972375,в лице Ватаманова Антонина Николаевна. Тел.7-73-95. ИНН : 1109006612/110901001","магазин «Продукты» Сыктывдинский район,с. Выльгорт, ул. Гагарина, д.38",  
,12557,25/06/10,15/10/07,14/10/12,11МЕ003067осн,"ООО ""ЛЕМУРИЯ"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Северная, д.9 «б». ОГРН 1021100972375,в лице Ватаманова Антонина Николаевна. Тел.7-73-95. ИНН : 1109006612/110901001", ,  
,12557,25/06/10,15/10/07,14/10/12,11МЕ003067коп,"ООО ""ЛЕМУРИЯ"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Северная, д.9 «б». ОГРН 1021100972375,в лице Ватаманова Антонина Николаевна. Тел.7-73-95. ИНН : 1109006612/110901001","торговый комплекс «Лотос» Сыктывдинский район,с. Выльгорт, ул. Северная, д.9-Б",  
,12564,05/06/12,22/10/07,21/10/12,11МЕ004240коп,"Открытое акционерное общество «Железнодорожная торговая компания» (ОАО «ЖТК»), по адресу:  г. Москва,ул. Новорязанская, д. 12. ОГРН 5077746868403. ИНН : 7708639622/770801001","магазин №4 Сыктывдинский район,ст. Язель",  
,12598,22/12/11,21/04/09,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Торговый центр» Сыктывдинский район,с. Слудка, ул. Центральная, д.90",  
,12598,22/12/11,29/04/11,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Продукты» Сыктывдинский район,с. Зеленец, д. Парчег, ул. Центральная, д.2",  
,12598,22/12/11,01/01/08,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Продукты» №4 Сыктывдинский район,с. Выльгорт, ул. Советская, д.61",  
,12598,22/12/11,01/01/08,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Продукты» №3 Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.35 «а»",  
,12598,22/12/11,01/01/08,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Продукты» №2 Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.105",  
,12598,22/12/11,01/01/08,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Продукты» №1 Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.69",  
,12598,22/12/11,01/01/08,31/12/12,11МЕ003976осн,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001", ,  
,12598,22/12/11,21/12/11,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Продукты» Сыктывдинский район,с. Зеленец, Речной переулок, д. 5",  
,12598,22/12/11,01/01/08,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Продукты» №6 Сыктывдинский район,с. Шошка",  
,12598,22/12/11,01/01/08,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Продукты» Сыктывдинский район,с. Озел, ул. Озельская, д.47",  
,12598,22/12/11,01/01/08,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Продукты» Сыктывдинский район,д. Морово",  
,12598,22/12/11,01/01/08,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Торговый центр» Сыктывдинский район,с. Часово, ул. Береговая, д.18 «а»",  
,12598,22/12/11,01/01/08,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Продукты» №10 Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52",  
,12598,22/12/11,01/01/08,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Продукты» Сыктывдинский район,п. Нювчим, ул. Советская, д.1",  
,12598,22/12/11,01/01/08,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Продукты» Сыктывдинский район,с. Шошка, местечко Вичкодор, д.50",  
,12598,22/12/11,01/01/08,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Кулинария» Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52",  
,12598,22/12/11,01/01/08,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Летнее кафе» Сыктывдинский район,д. Морово",  
,12598,22/12/11,01/01/08,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Продукты» Сыктывдинский район,с. Палевицы, ул. Советская, д.41",  
,12598,22/12/11,01/01/08,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Продукты» Сыктывдинский район,д. Сотчемвыв, ул. Береговая, д.68",  
,12598,22/12/11,01/01/08,31/12/12,11МЕ003976коп,"ПО ""Сыктывдин"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.52. ОГРН 1021100971957,в лице Землякова Татьяна Григорьевна. Тел.7-13-31. ИНН : 1109004830/110901001","магазин «Продукты» Сыктывдинский район,д. Сейты, ул. Сейтынская, д.31",  
,12675,29/12/08,26/06/08,25/06/13,11МЕ002555осн,"ООО «Малком», по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д. 61а. ОГРН 1061101042793,в лице Мальцева Елена Николаевна. Тел.7-13-10. ИНН : 1101128182/110101001", ,  
,12675,29/12/08,26/06/08,25/06/13,11МЕ002555коп,"ООО «Малком», по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д. 61а. ОГРН 1061101042793,в лице Мальцева Елена Николаевна. Тел.7-13-10. ИНН : 1101128182/110101001","кафе «Завалинка» Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.61а",  
