"СВЕДЕНИЯ ИЗ РЕЕСТРА ДЕЙСТВУЮЩИХ ЛИЦЕНЗИЙ на розничную продажу алкогольной продукции от 3 июля 2012 г., необходимые для регистрации личных кабинетов организациями, осуществляющими розничную продажу алкогольной продукции в региональной системе приема деклараций.",,,,,,,
,,,,,,,
ОРЛ-01,/,189,7/1/2006,6/30/2009,6/30/2014,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"кафе ""Новые Салтыки""","Орловская область.Орловский район,п.Добрый",,,,,
,Предприятие :,ООО,"""Смак""",Руководитель,Тюренкова Елена Джемаловна,,
,"Россия, 302005, г. Орёл, Карачевское шоссе, д.79 ""а""",Телефон:,48-58-32,Зав,ИНН,5752039081,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,206,7/1/2006,6/30/2012,6/30/2015,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"закусочная ""Для друзей""","г. Орел, Карачевское шоссе, д. 79 ""а""",,,,,
,Предприятие :,ООО,"""Тополек""",Руководитель,Пучнин Юрий Иванович,,
,"303140, Россия, Орловская область,г. Болхов, пер. 5-й Ленинский, д. 46 В",Телефон:,  2-38-64,БолГ,ИНН,5704004900,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,202,7/1/2006,6/30/2012,6/30/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Тополек""","Орловская область,Болховский район,г.Болхов, пер.5-й Ленинский,",,,,,
, д. 46 В,,,,,,
,Предприятие :,ООО,"""Торговый Дом Никишиных""",Руководитель,Никишина Валентина Семеновна,,
," Россия, Орловская обл.,Хотынецкий р-н,пгт.Хотынец,ул.Привокзальная,д.46",Телефон:,  2-12-25,Хоты,ИНН,5726003843,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,126,7/1/2006,6/30/2011,6/30/2013,Кол-во объектов,5
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Продукты""","Орловская область,Хотынецкий ",,,,,
,"район,пгт.Хотынец,ул.Привокзальная, д.46",,,,,,
,Торговый павильон,"Орловская область, Хотынецкий район, пгт Хотынец, ул. ",,,,,
,"Чапаева, д.15 А",,,,,,
,"Магазин ""Продукты""","Орловская область, Хотынецкий район, пгт Хотынец,    ул. ",,,,,
,"Ленина, д.30",,,,,,
,"магазин ""Березка""","Орловская область,Хотынецкий район,пгт.Хотынец,ул.Ленина, ",,,,,
,д.36,,,,,,
,Страница,7,,,,,
,Предприятие :,ООО,"""Черемушки""",Руководитель,Ибадов Нуруллы Ибадулла,,
,"Орловская обл., г. Болхов, пер. 3-й Ленинский, д.44",Телефон:,БолГ,ИНН,5704004963,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,278,7/1/2006,6/30/2011,6/30/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Черемушки""","Орловская обл., г. Болхов, пер. 3-й Ленинский , д.44",,,,,
,Предприятие :,ООО,"""Эскада""",Руководитель,Лаврик Таисия Ивановна,,
,"302009, Орловская область, г.Орёл, ул. Гайдара, д. 31а",Телефон:,72-44-89,Жел,ИНН,5754005257,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,75,7/1/2006,6/30/2012,6/30/2015,Кол-во объектов,2
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Фонарик""","Орловская область,г.Орел,ул.Гайдара,д.31а",,,,,
,"магазин ""Маяк""","Орловская область, Кромской район, Большеколчевский с/с, д. ",,,,,
,Закромский Хутор,,,,,,
,Предприятие :,ООО,ОЛМА,Руководитель,Брыков,,
,"Орловская обл., Орловский р-н, пос. Телецентр",Телефон:,76-76-20,Орло,ИНН,5720012753,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,142,7/1/2006,6/30/2011,6/30/2013,Кол-во объектов,2
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""ОЛМА""","Орловская обл., Орловский р-н, пос. Телецентр",,,,,
,"магазин ""Все для Вас""","Орловская обл., Орловский р-н, д. Малая Куликовка",,,,,
,Предприятие :,ООО,Поколение,Руководитель,Сосова Раиса Михайловна,,
,"Орловская обл., Урицкий р-н, с. Городище",Телефон:,  2-35-32,Уриц,ИНН,5725001610,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,191,7/1/2006,6/30/2009,6/30/2014,Кол-во объектов,2
,Наименование объекта,Адрес объекта,,,,,
,"закусочная ""Диалог""","Орловская обл., Урицкий р-н, с. Городище",,,,,
,"магазин  ""Центральный""","Орловская обл., Урицкий р-н, с. Городище",,,,,
,Предприятие :,ООО,Рона,Руководитель,Дрогайцева Ольга Александровна,,
,"РФ, 302020, г. Орел, Наугорское шоссе, д. 62 ""а""",Телефон:,47-49-39,Сов,ИНН,5753039221,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,257,7/1/2006,6/30/2012,6/30/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Дебют""","Орловская обл., г. Орел, шоссе Наугорское, д. 62 ""а""",,,,,
,Предприятие :,ООО,Русь,Руководитель,Юдин Валерий Викторович,,
,"Орловская обл., г. Мценск, 1 микрорайон, д. 19 ""а""",Телефон:,  2-16-33,МцеГ,ИНН,5703010932,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,172,7/1/2006,6/30/2011,6/30/2014,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Русь""","Орловская обл., г. Мценск, 1 микрорайон, д. 19 ""а""",,,,,
,Предприятие :,ООО,Смена,Руководитель,Ворохобкина Людмила Николаевна,,
,"303240, Орловская обл., Дмитровский район, г. Дмитровск, ул. Советская, д. ",Телефон:,  2-22-91,Дмит,ИНН,5707003573,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,167,7/1/2006,6/30/2012,6/30/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Продукты""","Орловская обл., Дмитровский р-н, г. Дмитровск, ул. Советская, ",,,,,
,"д.63""д""",,,,,,
,Предприятие :,ООО,Успех,Руководитель,Пенькова Людмила Петровна,,
,"Орел, ул. Солнцевская, д.12 ""а""",Телефон:,70-09-13,Зав,ИНН,5752040062,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,236,7/1/2006,6/30/2011,6/30/2013,Кол-во объектов,2
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Продукты""","Орловская обл., г. Орел, ул. Солнцевская, д. 12 ""а""",,,,,
,Страница,8,,,,,
,"магазин ""Продукты""","Орловская обл., г. Орел, ул. Генерала Родина, д.65 ""а""",,,,,
,Предприятие :,ООО,"""Весы""",Руководитель,Сорокина Елена Николаевна,,
