№ п/п,Наименование организации,ИНН организации,ОГРН организации,Адрес места нахождения организации (юридический адрес),Адрес осуществления вида деятельности ,Регистраци-онный номер организации Серия лицензии Номер лицензии,"Дата выдачи лицензии (месяц, число, год)","Дата окончания действия лицензии (месяц, число, год)",Продленна лицензия,Основание и дата переоформления лицензии,"Дата приоста-новления действия лицензии (месяц, число, год)","Дата возобно-вления действия лицензии (месяц, число, год)","Дата прекра-щения действия лицензии (месяц, число, год)","Дата аннули-рования (месяц, число, год)",Дата прове-дения последней проверки,Примечание
242,"ООО ""Кофе-МАН""",6730063639,1066731104021,"214000, Смоленская область, г. Смоленск, ул. Октябрьской революции, д. 7","214000, Смоленская область, г. Смоленск, ул. Октябрьской революции, д. 7 (кафе), без ограничений",№ 857                Б 005635,22 июня 2006,по 22 июня 2011,,,,,,,,
243,"ООО ""Лотос""",6731051467,1056758409839,"214031, Смоленская область, г. Смоленск, ул. Рыленкова, д. 9-А, корпус 1, кв. 9","214036, Смоленская область, г. Смоленск, ул. Рыленкова, д. 22 ""Киселевский рынок"" (павильон № 1-б), до 15%",№ 853                   Г 679699,28 мая 2008,по 22 июня 2011,,смена юр адреса,,,,,,
,,,,,"214036, Смоленская область, г. Смоленск,ул. Рыленкова, д. 22 ""Киселевский рынок"" (павильон № 3-в), до 15%",,,,,,,,,,,
,,,,"214020, Смоленская область, г. Смоленск, ул. Шевченко, д. 69, кв. 153",,№ 853                 Б 005628,22 июня 2006,по 22 июня 2011 ,,,,,,,,
244,"ООО ""Умка-М""",6730063170,1066731101843,"214013, Смоленская область, г. Смоленск, Переулок Юннатов, д. 1, кв. 207","214000, Смоленская область, г. Смоленск, ул. Б. Советская, д. 18/18 (кафе), без ограничений",№ 832                   Б 005619,01 июля 2006,по 01 июля 2011,,,,,,,,
245,"ООО ""ТРИ ДОРОГИ""",6730063029,1066731101568,"214000, Смоленская область, г. Смоленск, ул. Гарабурды, д. 17-в, кв. 57","214030, Смоленская область, г. Смоленск, ул. Николаева, д. 40 (магазин), без ограничений",№ 829                  Б 005595,15 июня 2006,по 15 июня 2011,,,,,,,,
246,"ООО ""ФЕЯ""",6729001645,1026701459608,"214012, Смоленская область, г. Смоленск, Витебское шоссе, д. 26","214018, Смоленская область, г. Смоленск, ул. Витебское шоссе, д. 26 (магазин), без ограничений",№ 2055                        Г 301761,23 сентября 2011,23 сентября 2016,,,,,,,,
,,,,,"214030, Смоленская область, г. Смоленск, ул. Краснинское шоссе, д. 6 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214030, Смоленская область, г. Смоленск, ул. Краснинское шоссе, д.29 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214030, Смоленская область, г. Смоленск, ул. Фрунзе, д. 66 (магазин),             без ограничений",,,,,,,,,,,
,,,,,"216240, Смоленская область, г. Смоленск, г. Демидов, пл. Советская, д. 2 (магазин), без ограничений",,,,,,,,,,,
247,"ООО ""ЗВЕЗДОЧКА""",6729023014,1026701445627,"214027, Смоленская область, г. Смоленск, ул. Лавочкина, д. 46","Смоленская область, г. Смоленск, Заднепровский продовольственный рынок (павильон № 25), без ограничений",№ 819                    Б 005579,09 июня 2006,по 09 июня 2011,,,,,,,,
,,,,,"214027, Смоленская область, г. Смоленск, ул. Лавочкина, д. 46 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214027, Смоленская область, г. Смоленск, ул. Лавочкина, д. 46 (закусочная), без ограничений",,,,,,,,,,,
248,"ООО ""РОГАЧЕВЪ""",6730062547,1066731100622,"214004, Смоленская область, г. Смоленск, ул. Николаева, д. 11","214004, Смоленская область, г. Смоленск, ул. Николаева, д. 11 (кафе), без ограничений",№ 814                   Б 005577,01 июля 2006,по 01 июля 2011,,,,,,,,
,,,,,"Смоленская область, Краснинский район, а/д ""Беларусь"", 449 км + 500м (левая сторона) (кафе), без ограничений",,,,,,,,,,,
,,,,,"Смоленская область, Краснинский район, правая сторона 449 км + 100 а/д М-1  (кафе), без ограничений",,,,,,,,,,,
,,,,,"216500, Смоленская область, Рославльский район, д. Кресты (кафе), без ограничений",,,,,,,,,,,
249,"ООО ""ОКОЛИЦА-1""",6731055119,1066731101491,"214000, Смоленская область, г. Смоленск, ул. Ломоносова, д. 23","214020, Смоленская область, г. Смоленск, ул. Ломоносова, д. 23 (магазин), без ограничений",№ 812                   Б 005575,01 июля 2006,по 01 июля 2011,,,,,,,,
250,"ООО ""Венера""",6730063808,1066731104395,"214000, Смоленская область, г. Смоленск, 2-й Краснинский переулок, д. 3, кв. 26","214019, Смоленская область, г. Смоленск, Хлебозаводской переулок, д. 13 (магазин с закусочной), без ограничений",№ 927                  Б 005694,29 июня 2006,по 29 июня 2011,,,,,,,,
251,"ООО ""Перспектива""",6731055006,1066731101250,"214000, Смоленская область, г. Смоленск, ул. Соболева, д. 109, кв. 31","214000, Смоленская область, г. Смоленск, ул. М. Еременко, д. 28 (магазин), без ограничений",№ 949                  Б 005716,29 июня 2006,по 29 июня 2011,,,,,,,,
252,"ООО ""Кольцо""",6730063540,1066731103856,"214020, Смоленская область, г. Смоленск, переулок Буденного, 7-А, 6","214000, Смоленская область, г. Смоленск, пр-т. Гагарина (магазин ""Кольцо""), без ограничений",№ 948                Г 679479,04 мая 2007,по 29 июня 2011,,смена юр адреса,,,,,,
,,,,"214013, Смоленская область, Смоленск, ул. Кирова, д. 22-д, кв. 70 ",,№ 948                 Б 005714,29 июня 2006,по 29 июня 2011,,,,,,,,
253,"ООО ""Дельта СП""",6730063491,1066731103702,"214030, Смоленская область, г. Смоленск, ул. Нормандии-Неман, д. 9, кв. 61","214030, Смоленская область, г. Смоленск, ул. Нормандии-Неман, около д. 22-24 (магазин), без ограничений",№ 946                    Б 005731,29 июня 2006,по 29 июня 2011,,,,,,,,
254,"ООО ""СТОМ""",6731040539,1026701420569,"214031, Смоленская область, г. Смоленск, ул. Бородинская, д. 1, кв. 92","214006, Смоленская область, г. Смоленск, ул. Юрьева, д. 3 (кафе), без ограничений",№ 952                   Б 005718,29 июня 2006,по 29 июня 2011,,,,,,,,
255,"ООО ""ЛЕГЕНДА""",6730026235,1026701446860,"214023, Смоленская область, г. Смоленск, п. Миловидово, д. 51","214023, Смоленская область, г. Смоленск, п. Миловидово (магазин), без ограничений",№ 959                 Б 005708,29 июня 2006,по 29 июня 2011,,,,,,,,
,,,,,"214032, Смоленская область, г. Смоленск, п. Гнездово, ул. Кооперативная, д. 1 (магазин), без ограничений",,,,,,,,,,,
256,"ООО ""АТОЛЛ""",6730063276,1066731103086,"214015, Смоленская область, г. Смоленск, переулок 4-й Краснофлотский, д. 4-а","214000, Смоленская область, г. Смоленск, ул. Багратиона, д. 7 (магазин), без ограничений",№ 958                  Б 005724,29 июня 2006,по 29 июня 2011,,,,,,,,
257,"ООО ""Сокол-5""",6731010100,1026701435750,"214035, Смоленская область, г. Смоленск, ул. Соколовского, д. 1","214035, Смоленская область, г. Смоленск, ул. Соколовского, д. 1 (магазин), без ограничений",№ 957                  Б 005723,29 июня 2006,по 29 июня 2011,,,,,,,,
258,"ООО ""Рубикон""",6731054838,1066731100842,"214000, Смоленская область, г. Смоленск, 3-ий Свердловский переулок, д. 17","214039, Смоленская область, г. Смоленск, ул. Гризодубовой, д. 1 (закусочная), без ограничений",№ 955                  Б 005227,06 сентября 2010,по 29 июня 2011,,,,,,,,
259,"ООО ""Стрелец""",6730062593,1066731100787,"214004, Смоленская область, г. Смоленск, Краснинское шоссе, д. 29","214000, Смоленская область, г. Смоленск, ул. Жукова, д.4 (бар), без ограничений",№ 985                    Б 005753,30 июня 2006,по 30 июня 2011,,,,,,,,
260,"ООО ""Эверест""",6731055140,1066731101557,"214006, Смоленская область, г. Смоленск, ул. Тухачевского, д. 8","214036, Смоленская область, г. Смоленск, ул. Тухачевского, д. 8 (магазин), без ограничений",№ 986                        Б 005727,29 июня 2006,по 29 июня 2011,,,,,,,,
261,"ООО ""МИЛА""",6731055768,1066731104307,"214018, Смоленская область, г. Смоленск, пр-т. Гагарина, д. 39, кв. 224","214038, Смоленская область, г. Смоленск, ул. Гарабурды, д. 17Б (магазин), без ограничений",№ 968                   Б 005726,29 июня 2006,по 29 июня 2011,,,,,,,,
262,"ООО ""ПРЕТО МАРКА""",6730063861,1066731104648,"214025, Смоленская область, г. Смоленск, ул. Нарвская, д. 4","214025, Смоленская область, г. Смоленск, ул. Нарвская, д. 4 (кафе), без ограничений",№ 969                Б 005729,29 июня 2006,по 29 июня 2011,,,,,,,,
263,"ООО ""СОЛЯНИК и К""",6730060437,1056758468293,"214004, Смоленская область, г. Смоленск, ул. Николаева, д. 34, кв. 2","214030, Смоленская область, г. Смоленск, ул. Николаева, д. 34 (магазин), без ограничений",№ 973                 Б 005744,30 июня 2006,по 30 июня 2011,,,,,,,,
264,"ООО ""ТАВИР""",6730064054,1066731105781,"214030, Смоленская область, г. Смоленск, Краснинское шоссе, д. 17","214005, Смоленская область, г. Смоленск, ул. Гастелло, д. 7/1 (магазин), без ограничений",№ 975                  Б 005741,30 июня 2006,по 30 июня 2011,,,,,,,,
,,,,,"214030, Смоленская область, г. Смоленск, Краснинское шоссе, д. 17 (магазин), без ограничений",,,,,,,,,,,
265,"ООО ""Светлана""",6731052848,1056758465257,"214018, Смоленская область, г. Смоленск, ул. Раевского, д. 4, кв. 35","214038, Смоленская область, г. Смоленск, ул. Кловская, д. 1 (магазин), без ограничений",№ 979                 Б 005752,30 июня 2006,по 30 июня 2011,,,,,,,,
266,"ООО ""Наши продукты""",6730063050,1066731101502,"214018, Смоленская область, г. Смоленск, пр-т. Гагарина, д. 54, кв. 204","214000, Смоленская область, г. Смоленск, ул. Октябрьской Революции, д. 32 (магазин), без ограничений",№ 984                    Г 679725,03 июля 2008,по 30 июня 2011,,,,,,,,
267,"ООО ""Сатик""",6731054700,1066731100380,"214029, Смоленская область, г. Смоленск, микрорайон Южный, д. 29-е","214029, Смоленская область, г. Смолеск, микрорайон Южный, д. 29-е (кафе-бар), без ограничений",№ 1035                  Б 005779,30 июня 2006,по 30 июня 2011,,,,,,,,
268,"ООО ""СМИКР""",6730007391,1026701446925,"214030, Смоленская область, г. Смоленск, ул. Нормандии-Неман, д. 2-а, кв. 41","214025, Смоленская область, г. Смоленск, ул. Нахимова, д. 18 (магазин), без ограничений",№ 1033                 Б 005794,30 июня 2006,по 30 июня 2011,,,,,,,,
,,,,,"214019, Смоленская область, г. Смоленск, п. Тихвинка, д. 10-в (магазин), без ограничений",,,,,,,,,,,
,,,,,"214019, Смоленская область, г. Смоленск, ул. Крупской, д. 69/2 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214001, Смоленская область, г. Смоленск, ул. Кашена, д. 11-а (магазин), без ограничений",,,,,,,,,,,
,,,,,"214030, Смоленская область, г. Смоленск, ул. Николаева, д. 34 (отдел магазина), до 15%",,,,,,,,,,,
269,"ООО ""ЛИК""",6730007754,1026701443196,"214015, Смоленская область, г. Смоленск, ул. Большая Краснофлотская, д. 115","214014, Смоленская область, г. Смоленск, ул. Твардовского (павильон ""Василек""), без ограничений",№ 1022                Б 005812,30 июня 2006,по 30 июня 2011,,,,,,,,
,,,,,"214005, Смоленская область, г. Смоленск, ул. Полевая, д. 35 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214022, Смоленская область, г. Смоленск, ул. Станционная, д. 1 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214014, Смоленская область, г. Смоленск, ул. Твардовского, д. 11/13 (павильон), без ограничений",,,,,,,,,,,
270,"ООО ""ФЕМИДА""",6731055912,1066731105341,"214031, Смоленская область, г. Смоленск, ул. Рыленкова, д. 43, кв. 125","214036, Смоленская область, г. Смоленск, ул. Попова, д. 98 (павильон), без ограничений",№ 1007                  Б 005783                                  (Б 005351)                      (Г 301840),30 июня 2006,по 30 июня 2011,до 01 июля 2015,,,,,,,
,,,,,"214000, Смоленская область, г. Смоленск, ул. Октябрьской Революции, д. 12 (павильон), до 15%",,,,,18 января 2012                  исключение объекта,,,,,,
,,,,,"214031, Смоленская область, г. Смоленск, ул. Рыленкова, д. 34 (магазин), без ограничений ",,,,,,,,,,,
,,,,,"214000, Смоленская область,г. Смоленск, ул. 25 Сентября (остановочный комплекс), до 15%",,,,,18 января 2012                  исключение объекта,,,,,,
,,,,,"214020, Смоленская область, г. Смоленск, ул. Ломоносова, д. 6 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214014, Смоленская область, г. Смоленск, ул. Твардовского, д. 22-б (магазин), без ограничений",,,,,,,,,,,
,,,,,"214031, Смоленская область, г. Смоленск, ул. Николаева, 51 (павильон), до 15%",,,,,18 января 2012                  исключение объекта,,,,,,
,,,,,"214036, Смоленская область, г. Смоленск, Попова, д. 120 (кафе) до 16,5 %",,,,,29 декабря 2011 включение объекта,,,,,,
271,"ООО ""БРОВЧУК""",6731055630,1066731103999,"214031, Смоленская область, г. Смоленск, пр-т. Строителей, д. 18-а, (общ.) кв. 28","214031, Смоленская область, г. Смоленск, ул. Соколовского, д. 10 (закусочная), без ограничений",№ 1006                Б 005808,30 июня 2006,по 30 июня 2011,,,,,,,,
272,"ООО ""Феникс""",6730062071,1066731083638,"214000, Смоленская область, г. Смоленск, пгт. Вишенки, 9-а","214014, Смоленская область, г. Смоленск, ул. Твардовского, д. 22 (магазин), без ограничений",№ 1076                 Б 005344,28 января 2011,по 10 июля 2011,,,,,,,,
,,,,,"214012, Смоленская область, г. Смоленск, ул. Ново-Ленинградская, д. 27 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214038, Смоленская область, г. Смоленск, ул. Кловская, д. 1 (магазин), без ограничений",,,,,,,,,,,
273,"ООО ""Эльчин""",6729034513,1066731101535,"214005,Смоленская область, г. Смоленск, ул. Свердлова, д. 9","214002, Смоленская область, г. Смоленск, ул. Шевченко, д. 60 (закусочная), без ограничений",№ 1072                Б 005841                  (Г 301870),06 июля 2006,по 06 июля 2011,до 23 декабря 2012, 23 декабря 2012      исключение объекта,,,,,,
,,,,,"214012, Смоленская область, г. Смоленск, ул. Беляева, д. 4 (закусочная), без ограничений",,,,, 23 декабря 2012      исключение объекта,,,,,,
,,,,,"214019, Смоленская область, г. Смоленск, ул. 25 Сентября, д. 30-в (закусочная), без ограничений",,,,,,,,,,,
274,"ООО ""МИНИ""",6731052615,1056758462309,"214000, Смоленская область, г. Смоленск, ул. Соколовского, 14, 137","214000, Смоленская область, г. Смоленск, ул. Соколовского, 5* (закусочная), без ограничений",№ 1068                        Б 005837 ,05 июля 2006,по 05 июля 2011,,,,,,,,
,,,,,"214000, Смоленская область, г. Смоленск, ул. Соколовского, 5* (магазин), без ограничений",,,,,,,,,,,
275,"ООО ""Мария""",6729035210,1066731105440,"214012, Смоленская область, г. Смоленск, ул. Беляева, д. 3","214012, Смоленская область, г. Смоленск, ул. Беляева, д. 3 (кафе), без ограничений",№ 1066                  Б 005832,05 июля 2006,по 05 июля 2011,,,,,,,,
276,"ООО ""Лев""",6729035108,1066731105275,"214000, Смоленская область, г. Смоленск, Красный бор, в,ч 83283, 4, 4","214000, Смоленская область, г. Смоленск, Красный бор, ул. Вокзальная (кафе), без ограничений",№ 1048                   Б 005815,04 июля 2006,по 04 июля 2011,,,,,,,,
,,,,,"214038, Смоленская область, г. Смоленск, ул. Гарабурды, д. 15-в (магазин), без ограничений",,,,,,,,,,,
,,,,,"214000, Смоленская область, г. Смоленск, п. Красный бор, ул. Вокзальная (магазин), без ограничений",,,,,,,,,,,
277,"ООО ""СЕЛЕНА""",6730063910,1066731105220,"214004, Смоленская область, г. Смоленск, ул. Кирова, д. 29, кв. 7","214011, Смоленская область, г. Смоленск, ул. Автозаводская, д. 21 (магазин), без ограничений", № 1036                 Б 005795,30 июня 2006,по 30 июня 2011,,,,,,,,
,,,,,"214004, Смоленская область, г. Смоленск, ул. Кирова, д. 19-б (павильон № 68), без ограничений",,,,,,,,,,,
278,"ООО ""ЮГ""",6731055045,1066731101348,"214005, Смоленская область, г. Смоленск, пер. 3-й Свердловский, д. 17 ","214027, Смоленская область, г. Смоленск, ул. Лавочкина, д. 54 (закусочная), без ограничений",№ 1090                      Б 005151,23 сентября 2009,по 10 июля 2011,,,,,,,,
,,,,"214019, Смоленская область, г. Смоленск, ул. Молодежная, 21","214011, Смоленская область, г. Смоленск, ул. Автозаводская, д. 27 (кафе), без ограничений ",№ 1090                 Б 005874,10 июля 2006,по 10 июля 2011,,,,,,,,
,,,,,"214027, Смоленская область, г. Смоленск, ул. Лавочкина, д. 52 (закусочная), без ограничений",,,,,,,,,,,
,,,,,"214027, Смоленская область, г. Смоленск, ул. Лавочкина, д. 54 (закусочная ""Золотая кружка""), без ограничений",,,,,,,,,,,
279,"ООО ""Фогмас""",6730063195,1066731101898,"214000, Смоленская область, г. Смоленск, ул. Партизанская, 23","214020, Смоленская область, г. Смоленск, ул. Румянцева, д. 1-а (кафе), без ограничений",№ 1081                  Б 005849,10 июля 2006,по 10 июля 2011,,смена юр адреса,,,,,,
280,"ООО ""Тиунов""",6729033990,1066731097443,"214034, Смоленская область, гю Смоленск, ул. Энергетиков, д. 2, кв. 10","214012, Смоленская область, г. Смоленск, ул. Кашена, д. 11-а (торговый павильон № 92), до 15%",№ 1117                   Б 005894,13 июля 2006,по 13 июля 2011,,,,,,,,
,,,,,"214012, Смоленская область, г. Смоленск, ул. Кашена, д. 11-а (павильон "" 231), без ограничений",,,,,,,,,,,
281,"ООО ""Мастер-Экспресс""",6730060194,1056758461726,"214030, Смоленская область, г. Смоленск, ул. Кирова, д. 27-в","214030, Смоленская область, г. Смоленск, ул. Кирова, д. 27-в (кафе), без ограничений",№ 1116                  Б 005889,11 июля 2006,по 11 июля 2011,,,,,,,,
282,"ООО ""Беседа""",6730060638,1056758470614,"214007, Смоленская область, г. Смоленск, ул. Колхозная, 4","214012, Смоленская область, г. Смоленск, Колхозная площадь, 4 (кафе), без ограничений",№ 1115                      Б 005887,10 июля 2006,по 10 июля 2011,,,,,,,,
283,"ООО ""ТНП-Сервис""",6730063607,1066731103955,"214013, Смоленская область, г. Смоленск, ул. Кирова, д. 22-г, кв. 50","216117, Смоленская область, Краснинский район, д. Буда, 455 км а/д М-1 ""Беларусь"", правая сторона (магазин), без ограничений",10 июля 2006,по 10 июля 2011,,,,,,,,,
,,,,,"216117, Смоленская область, Краснинский район, д. Буда, 455 км а/д М-1 ""Беларусь"", левая сторона (магазин), без ограничений",,,,,,,,,,,
,,,,,"214530, Смоленская область, Смоленский район, п. Печерск, ул. Минская, 11 км. а/д Смоленск- Печерск (магазин с закусочной), без ограничений",,,,,,,,,,,
,,,,,"214550, Смоленская область, Смоленский район, а/д М-1 ""Беларусь"", 381 км. АЗС ""Роснефть"" (кафе №1) (правая сторона), без ограничений",,,,,,,,,,,
,,,,,"214550, Смоленская область, Смоленский район, а/д М-1 ""Беларусь"", 381 км. АЗС ""Роснефть"" (магазин №2) (левая сторона), без ограничений",,,,,,,,,,,
,,,,,"Смоленская область, Смоленский район, правая сторона 397 км. а/д М-1 Москва-Минск (магазин №6), без ограничений",,,,,,,,,,,
,,,,,"214018, Смоленская область, г. Смоленск, ул. Кирова, д. 59 (магазин), без ограничений",,,,,,,,,,,
284,"ООО ""Вечер""",6730025714,1036758304373,"214030, Смоленская область, г. Смоленск, ул. Нормандии-Неман, 8","214030, Смоленская область, г. Смоленск, ул. Нормандии-Неман, 8 (в торговом отделе магазина), без ограничений ",№ 1108                 Б 005888,10 июля 2006,по 10 июля 2011,,,,,,,,
285,"ООО ""КИПЕР""",6730063967,1066731105363,"214000, Смоленская область, г. Смоленск, ул. Пржевальского, 6/25, 89","214018, Смоленская область, г. Смоленск, переулок Киевский, д. 16, корпус 2 (магазин), без ограничений",№ 1097                    Б 005870,10 июля 2006,по 10 июля 2011,,,,,,,,
286,"ООО ""Сливки""",6730064008,1066731105462,"214000, Смоленская область, г. Смоленск, ул. Багратиона, 25","214000, Смоленская область, г. Смоленск, ул. Багратиона, 25 (магазин), без ограничений",№ 1092               Б 005872                          № 2086                   (Г 301877),10 июля 2006                           26 декабря 2011,по 10 июля 2011                                         26 декабря 2012,,,,,,,,
287,"ООО ""КАЛИТА""",6729034295,1066731100798,"214039, Смоленская область, г. Смоленск, ул. Гризодубовой, 2","214039, Смоленская область, г. Смоленск, ул. Гризодубовой, д. 2 (магазин с закусочной), без ограничений",№ 1149                  Б 005931,17 июля 2006,по 17 июля 2011,,,,,,,,
288,"ООО ""Юбилейный""",6730063822,1066731104450,"214015, Смоленская область, г. Смоленск, ул. Малокраснофлотская, 102, 1","214015, Смоленская область, г. Смоленск, ул. Малокраснофлотская, д. 102 (магазин), без ограничений",№ 1141                      Б 005928,17 июля 2006,по 17 июля 2011,,,,,,,,
289,"ООО ""Альянс""",6730064343,1066731106386,"214038, Смоленская область, г. Смоленск, ул. Кловская, 6","214038, Смолеснкая область, г. Смоленск, ул. Кловская, д. 6 (магазин с закусочной), без ограничений",№ 1138                Б 005929,17 июля 2006,по 17 июля 2011,,,,,,,,
290,"ООО ""Кружка""",6730062794,1066731100996,"214030, Смоленская область, г. Смоленск, ул. Кловская, д. 1","214030, Смоленская область, г. Смоленск, ул. Кловская, д.1 (бар), без ограничений",№ 1131               Б 005909,14 июля 2006,по 14 июля 2011,,,,,,,,
291,"ООО ""Агро-плюс""",6731048601,1056758304811,"214014, Смоленская область, г. Смоленск, ул. Чаплина, 37, А","214031, Смоленская область, г. Смоленск, ул. Рыленкова, д. 2/37 (закусочная), без ограничений",№ 1182                    Б 005962,24 июля 2006,по 24 июля 2011,,,,,,,,
,,,,,"214018, Смоленская область, г. Смоленск, ул. Тенишевой, д. 8 (кафе), без ограничений",,,,,,,,,,,
,,,,,"214019, Смоленская область, г. Смоленск, ул. 25 Сентября, микрорынок ООО ""Колос-2"" (кафе), без ограничений",,,,,,,,,,,
,,,,,"214019, Смоленская область, г. Смоленск, ул. 25 Сентября, микрорынок ООО ""Колос-2"" (бистро), до 15%",,,,,,,,,,,
,,,,,"214019, Смоленская область, г. Смоленск, ул. 25 Сентября, микрорынок ООО ""Колос-2"" (закусочная), до 15 %",,,,,,,,,,,
,,,,,"214006, Смоленская область, г. Смоленск, ул. Островского, д. 2 (закусочная), без ограничений",,,,,,,,,,,
292,"ООО ""Победа""",6731056056,1066731105990,"214012, Смоленская область, г. Смоленск, ул. Толмачева, д. 8 общ., к. 701-702","214036, Смоленская область, г. Смоленск, ул. Попова, д. 1328 (закусочная), без ограничений",№ 1175                   Б 005117,27 апреля 2009,по 19 июля 2011,,,,,,,,
293,"ООО ""ГРИН""",6730063526,1066731103757,"214000, Смоленская область, г. Смоленск, ул. Дзержинского, 12, 5","214000, Смоленская область, г. Смоленск, ул. Дзержинского, д. 19 (кофейня), без ограничений",№ 1183                     Б  005971,24 июля 2006,по 24 июля 2011,,,,,,,,
294,"ООО ""ВИС""",6731056183,1066731106496,"214016, Смоленская область, г. Смоленск, ул. Шейна, д. 25","214016, Смоленская область, г. Смоленск, ул. Шейна, д. 25 (закусочная), без ограничений",№ 1166                 Б 005936,19 июля 2006,по 19 июля 2011,,,,,,,,
295,"ООО ""Славянский базар""",6731027753,1026701460620,"214000, Смоленская область, г. Смоленск, 2-ой Краснофлотский переулок, 18","214025, Смоленская область, г. Смоленск, ул. Баоратиона, д. 25 (кафе), без ограничений",№ 1164                 Б 005937,19 июля 2006,по 19 июля 2011,,,,,,,,
296,"ООО ""Ардос""",6730064079,1066731105792,"214000, Смоленская область, г. Смоленск, Киевский переулок, 14","214013, Смоленская область, г. Смоленск, ул. Николаева, д. 48 (магазин), без ограничений",№ 1155                   Б 005956,19 июля 2006,по 19 июля 2011,,,,,,,,
,,,,,"214025, Смоленская область, Смоленск, ул. Багратиона (трамвайное кольцо) (магазин), без ограничений",,,,,,,,,,,
,,,,,"214032, Смоленская область, г. Смоленск, ул. М. Еременко, д. 4 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214030, Смоленская область, г. Смоленск, ул. Нормандии-Неман, д. 9 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214014, Смоленская область, г. Смоленск, ул. Твардовского, д. 22-б (магазин), без ограничений",,,,,,,,,,,
297,"ООО ""Кедр-2006""",6729035475,1066731106507,"214027, Смоленская область, Смоленск, ул. Лавочкина, 54, В, 21","214000, Смоленская область, г. Смоленск, ул. Коммунистическая, д. 22 (пиццерия), без ограничений",№ 1128                  Б 005907                          (№2069                              Г 301844),14 июля 2006,по 14 июля 2011,до 16 ноября 2012,,,,,,,
298,"ООО ""БАХУС-ОЙЛ""",6731033073,1026701438543,"214019, Смоленская область, г. Смоленск, ул. Крупской, 30-а, 62","214018, Смоленская область, г. Смоленск, пр-т Гагарина, АЗС (кафе), без ограничений",№ 1315                   Г 254956                       ( Б 004887),21 сентября 2006,по 21 сентября 2011,до 22 сентября 2016,,,,,,,
,,,,,"Смоленская область, Смоленский район, 346 км а/д А-141 ""Брянск-Смоленск"", АЗС (магазин-кафе), без ограничений",,,,,,,,,,,
299,"ООО ""Упырь""",6731056754,1066731108730,"214000, Смоленская область, г. Смоленск, ул. Рыленкова, 66","214000, Смоленская область, г. Смоленск, ул. Рыленкова, 66 (закусочная), без ограничений",№ 1314                     Г 254957,21 сентября 2006,по 21 сентября 2011,,,,,,,,
300,"ООО ""Тёма""",6730065386,1066731110192,"214004, Смоленская область, г. Смоленск, ул. Кирова, д. 27-в","214004, Смоленская область, г. Смоленск, ул. Кирова, около д. 27-в (торговый павильон), без ограничений",№ 1312                    Г 254958,21 сентября 2006,по 21 сентября 2011,,,,,,,,
301,"ООО ""Квартал""",6730065001,1066731108806,"214025, Смоленская область, г. Смоленск, ул. Нахимова, 27, 26","214025, Смоленская область, г. Смоленск, ул. Нормандиия-Неман, д. 31 9закусочная), без ограничений",№ 1310                   Г 254955,21 сентября 2006,по 21 сентября 2011,,,,,,,,
302,"ООО ""ЛевИСтар""",6730059625,1056758449241,"214013, Смоленская область, г. Смоленск, ул. Черняховского, 40, 24","214004, Смоленская область, г. Смоленск, ул. Оршанская, д. 23 (магазин), без ограничений",№ 1309               Г 254951,15 сентября 2006,по 15 сентября 2011,,,,,,,,
,,,,,"214031, Смоленская область, г. Смоленск, ул. Рыленкова, д. 11 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214036, Смоленская область, г. Смоленск, ул. П. Алексеева, д. 2/37 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214012, Смоленская область, г. Смоленск, ул. Кашена, д. 13 ""здание автовокзала"" (магазин), без ограничений",,,,,,,,,,,
,,,,,"214000, Смоленская область, г. Смоленск, ул. Крупской, д. 28-а (магазин), без ограничений",,,,,,,,,,,
,,,,,"215810, Смоленская область, г. Ярцево, ул. Гагарина, д. 15 (магазин ""Ксюша""), без ограничений",,,,,,,,,,,
303,"ООО ""ПРЕСТИЖ""",6729036140,1066731109895,"214012, Смоленская область, г. Смоленск, ул. Фрунзе, 39-а, 16","214012, Смоленская область, г. Смоленск, ул. Желябова (бистро), без ограничений",№ 1308                Г 254952,15 сентября 2006,по 15 сентября 2011,,,,,,,,
304,"ООО ""ТФ ""Поле чудес""",6731015363,1026701439764,"214031, Смоленская область, г. Смоленск, пр-т Строителей, д. 10 ","214031, Смоленская область, г. Смоленск, пр-т. Строителей, д. 10 (магазин), без ограничений",№ 1306                  Г 254948,12 сентября 2006,по 12 сентября 2011,,,,,,,,
305,"ООО ""РЯБИНА""",6731056627,1066731108102,"214009, Смоленская область, г. Смоленск, ул. Березова, 5","214009, Смоленская область, г. Смоленск, ул. Березова (магазин), без ограничений",№ 1302                 Г 254947,12 сентября 2006,по 12 сентября 2011,,,,,,,,
